dbh,lat,lon,id,crown_spread,multistem,common,species,genus,genus_common,family,order
11,40.6666353856,-73.9727927289,9572,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
31,40.6713984021,-73.970362996,9609,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6714682386,-73.9701718432,9618,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6706715912,-73.9715344106,9733,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6713402918,-73.9709004568,9746,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6715847377,-73.9707079365,9869,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
36,40.6715363972,-73.9702652617,9901,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
36,40.6717311555,-73.9702063324,9955,65,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
30,40.6715362114,-73.9703657702,9973,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
6,40.6686259379,-73.9716870161,10290,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.6733010326,-73.9708066677,10346,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
31,40.6749754851,-73.9703401813,10367,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
11,40.6732013526,-73.970691333,10373,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.6738645271,-73.9710561126,10374,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6751138128,-73.9700987831,10396,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6738685956,-73.9689908168,10408,8,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.674322493,-73.9691707411,10437,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.673140324,-73.9708656762,10455,6,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
17,40.6741981461,-73.9691141981,10487,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
7,40.6746052536,-73.9691761055,10494,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6740964331,-73.9709863753,10498,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
6,40.6746805206,-73.9692136564,10500,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6740272682,-73.969033732,10504,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6739581033,-73.9690364142,10508,18,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6735553177,-73.9690015456,10509,35,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6657683271,-73.9712492924,10513,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6733193412,-73.9710158795,10534,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6739092809,-73.9690873761,10542,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
38,40.6659745573,-73.9713869875,10546,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
11,40.67411881,-73.9711178032,10553,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
18,40.6741208442,-73.9712170447,10563,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
45,40.6660600914,-73.9712778674,10566,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
24,40.6660583227,-73.9714722719,10575,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.6740659192,-73.971074888,10603,40,Yes,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
36,40.6661859299,-73.9712179723,10605,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.673183044,-73.9708254432,10606,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
21,40.6740577822,-73.971048066,10610,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
35,40.6664157958,-73.9714104018,10626,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.6741839063,-73.9691383379,10638,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
23,40.6746172017,-73.9694414268,10641,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
38,40.6656990243,-73.9713285515,10642,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
5,40.666591776,-73.9712206563,10665,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
38,40.6676388214,-73.9714578535,10780,75,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
11,40.6707127629,-73.9689821178,10948,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
28,40.6720699969,-73.9691330008,11046,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
35,40.6720126715,-73.9691144618,11056,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
11,40.6721303566,-73.9690567851,11108,12,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6714573594,-73.9688035887,11272,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6689432678,-73.9669324601,11280,18,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6683439123,-73.9663606958,11388,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6680865086,-73.966181393,11468,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
22,40.6689278521,-73.9688217318,11937,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6675857506,-73.9673263796,12059,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6669100754,-73.9674303703,12065,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
13,40.6675764661,-73.9672679106,12096,25,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6674917233,-73.9670902514,12117,8,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
14,40.6676615775,-73.9671554943,12141,25,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6668489597,-73.9670560257,12161,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
37,40.6668927683,-73.9670909645,12171,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
6,40.6689241196,-73.9686115386,12289,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
18,40.6690095707,-73.9685354812,12313,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
16,40.6708610149,-73.9683199062,12397,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6574336376,-73.9700376682,12518,18,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6577117293,-73.9711795422,12592,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6574027857,-73.9695795498,12710,15,Yes,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
37,40.6560035526,-73.972416486,12781,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
17,40.6561973427,-73.9728053944,12796,25,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
7,40.6562215044,-73.9727088967,12814,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
15,40.6559669046,-73.9726890108,12834,35,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6560076551,-73.9726638169,12838,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
10,40.6560040489,-73.9726904369,12846,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
7,40.6575862588,-73.9694946824,12874,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
11,40.6584993143,-73.9696899368,12920,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
14,40.6571290384,-73.9727899414,12975,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
39,40.6576694763,-73.9717000303,13063,65,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
30,40.6582294038,-73.9713296298,13123,75,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
24,40.658385944,-73.9707340099,13143,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
30,40.6585485931,-73.970974774,13144,75,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
18,40.658189376,-73.9716195984,13260,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
16,40.6588666807,-73.9693550373,13289,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
14,40.6593664212,-73.9692102115,13311,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.6580949019,-73.9723142786,13391,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6602126169,-73.9707671003,13691,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.660060109,-73.9710878808,13709,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
23,40.6578690328,-73.9727118958,13813,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
21,40.6579868931,-73.972590204,13817,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
16,40.6579064765,-73.9720021859,13843,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
14,40.6579407347,-73.9722122942,13849,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
28,40.6630922256,-73.9653786869,13930,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6619339645,-73.9697830423,13932,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
15,40.6643245527,-73.9658156101,13936,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6619636532,-73.9697645033,13967,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
6,40.6619792788,-73.9697614135,13979,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
40,40.6636643184,-73.9667278423,14075,90,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
42,40.6636484529,-73.9668932669,14082,80,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
28,40.6633571019,-73.9671090796,14086,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
38,40.6629197126,-73.9674827111,14095,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
37,40.6652926195,-73.9664531757,14230,65,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
25,40.6647003707,-73.9672614139,14318,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
42,40.6652858289,-73.9676441981,14328,70,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
27,40.6658594214,-73.9673680661,14435,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
35,40.6659993224,-73.9681928126,14452,80,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
37,40.6654108157,-73.9666133694,14552,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
18,40.6654205512,-73.9664764663,14554,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6643628138,-73.9699470025,14564,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.665353388,-73.9665953587,14676,35,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
37,40.6652535093,-73.9667346387,14677,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
26,40.6653761041,-73.9665568547,14679,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
31,40.6639612567,-73.9664964715,14701,55,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
27,40.663210495,-73.9667423934,14743,55,Yes,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
26,40.6653025844,-73.9679466361,15012,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
26,40.6620834964,-73.9704993567,15057,65,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
20,40.66253576,-73.970510085,15087,30,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
43,40.6631229424,-73.9719145366,15094,55,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
21,40.6631638336,-73.9704764162,15098,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6618245919,-73.9700938761,15101,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
35,40.6618238708,-73.9701879971,15109,80,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
18,40.6622868454,-73.9719224237,15114,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
9,40.6631665731,-73.9717790595,15120,25,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
27,40.6622746091,-73.9703914504,15123,65,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
30,40.6617744696,-73.9705953791,15125,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
13,40.6631489045,-73.9717686017,15126,20,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
25,40.6624505528,-73.9719804174,15139,40,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
19,40.6624213688,-73.9703496188,15151,75,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
24,40.6622072635,-73.9705348037,15154,45,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
13,40.6622069029,-73.9706184667,15181,15,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
30,40.6619713527,-73.9706980564,15189,60,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
29,40.6640676321,-73.97057354,15286,55,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
34,40.6630688096,-73.9664819748,15334,50,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
8,40.6665424786,-73.9689742515,15994,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
7,40.6667169368,-73.9690255478,16011,10,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
2,40.658207186,-73.9649944447,16275,3,No,Pin Oak,Quercus palustris,Quercus,,Fagaceae,Fagales
12,40.6605219474,-73.9640499256,585,28,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
17,40.6601295158,-73.9637105652,2002,30,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
18,40.6599394992,-73.9636289358,2030,30,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
12,40.6555711029,-73.9628707684,2456,20,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
14,40.6552691984,-73.9624072148,2458,18,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
5,40.6557803857,-73.9626422795,2473,12,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
4,40.656839437,-73.9678909437,2739,10,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
4,40.6565694881,-73.9682628757,2776,10,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
72,40.6566210362,-73.9679678335,2786,100,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
13,40.6559562288,-73.9668124779,5178,25,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
7,40.6526771603,-73.9711781301,6299,15,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
19,40.6547909503,-73.9728378826,6437,30,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
6,40.6624308311,-73.9758459501,7745,6,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
5,40.6629722527,-73.9748862017,7797,5,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
26,40.6644442391,-73.9761650605,8488,50,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
53,40.6663123294,-73.9749556085,8708,70,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
13,40.6629947453,-73.9769802361,8863,12,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
61,40.6681048959,-73.9665009993,12196,70,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
10,40.656144785,-73.9721270991,12769,15,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
34,40.6618022352,-73.9706719118,15135,60,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
34,40.6621758922,-73.9706156146,15166,65,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
35,40.6620861052,-73.9706854922,15190,60,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
1.5,40.6616810001,-73.9688041299,16058,5,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
6,40.666462222,-73.9750587968,16130,15,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
2,40.6610410239,-73.9698779091,16200,2,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
2,40.6549837244,-73.9630677241,16231,3,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
2,40.661562404,-73.9695899624,16237,2,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
2,40.6695835205,-73.9719011329,16281,3,No,Willow Oak,Quercus phellos,Quercus,,Fagaceae,Fagales
14,40.6579897813,-73.967589918,3095,40,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
13,40.6563384882,-73.9681433228,3097,35,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
7,40.6588283975,-73.9679947214,3915,20,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
2,40.6579980179,-73.9640653011,4939,5,Yes,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
5,40.6578628622,-73.9638722748,4990,10,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
18,40.6651131502,-73.9717187336,7132,40,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
18,40.6638869167,-73.9725866585,7135,45,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
18,40.6632197265,-73.9741284225,7954,45,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
6,40.6707033309,-73.9694072792,10792,20,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
36,40.6568820545,-73.9701770751,12709,70,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
68,40.6569228044,-73.9700824788,12772,70,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
42,40.6567140991,-73.9703911349,13104,50,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
8,40.658255479,-73.9728039057,13799,30,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
7,40.6638842407,-73.965948009,14210,10,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
16,40.6650263844,-73.9693405768,15357,35,No,Chestnut Oak,Quercus prinus,Quercus,,Fagaceae,Fagales
24,40.6591903288,-73.9721041016,15410,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
10,40.6593098696,-73.9720354125,15441,25,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
45,40.6598658895,-73.9736311232,15617,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
23,40.66018989,-73.9730478585,15641,35,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
14,40.660260748,-73.9733494733,15642,15,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
8,40.6602088216,-73.9733102563,15645,10,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
36,40.6601628449,-73.9730813712,15663,55,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
26,40.659903041,-73.9723863539,15675,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
21,40.659852196,-73.9724096464,15677,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
29,40.65993838,-73.9722304363,15679,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
28,40.6599279225,-73.9721762455,15681,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
32,40.6600112215,-73.9718937242,15686,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
46,40.6596307857,-73.9721504177,15692,70,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
29,40.6600508877,-73.9723286771,15701,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
26,40.6600310546,-73.9722393097,15704,45,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
29,40.6600537725,-73.9723557725,15705,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
34,40.6600681965,-73.972384294,15709,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
39,40.6592811243,-73.9738708705,15738,65,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
24,40.6591534698,-73.9734392452,15817,35,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
41,40.6601672504,-73.9721076773,15876,60,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
35,40.6601448932,-73.9727579673,15881,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
33,40.6601167663,-73.9727698513,15891,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
7,40.6604384217,-73.9727560659,15892,30,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
23,40.6600006526,-73.9725331229,15893,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
19,40.6601521052,-73.9727874395,15901,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
18,40.6600096677,-73.9725454822,15903,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
8,40.6603630564,-73.972253137,15908,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
21,40.6600053404,-73.9725972962,15909,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
39,40.6602310767,-73.9728197639,15911,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
21,40.6601701352,-73.9728207146,15913,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
23,40.6600359916,-73.9726015745,15918,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
21,40.660178429,-73.972853039,15922,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
23,40.6599829831,-73.9726961708,15930,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
21,40.6602325191,-73.9729205399,15932,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
12,40.6605015266,-73.9727570166,15938,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
10,40.6600529399,-73.9726980722,15946,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
13,40.6615958374,-73.9650503768,14,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
10,40.6615233731,-73.9649433221,16,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
12,40.6613389293,-73.9651451116,18,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
41,40.6603240283,-73.9648206797,43,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
31,40.6603846091,-73.9649048181,53,55,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
12,40.6615639399,-73.9649276352,70,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
41,40.6602618248,-73.9647807496,88,50,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
35,40.6633542488,-73.9633951398,98,65,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
46,40.6610553511,-73.9648131001,237,45,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
13,40.6623398863,-73.9652905321,266,20,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
27,40.6641551615,-73.9635509606,304,70,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
27,40.6637818112,-73.9648152038,333,65,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
34,40.6639947124,-73.9635021589,340,70,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
44,40.6640768284,-73.9640558925,353,75,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
17,40.6641860589,-73.9634781458,355,40,No,Northern Red Oak,Quercus rubra,Quercus,,Fagaceae,Fagales
